timestamp,event_type,symbol,side,price,qty,reason,status,pnl
2026-03-17 23:27:24,TRADE,ETHUSDT,BUY,2328.54,0.019,,,0.0
2026-03-17 23:27:45,TRADE,ETHUSDT,SELL,2328.38,0.016,,,0.0
2026-03-17 23:28:06,TRADE,ETHUSDT,SELL,2328.72,0.019,,,0.0
2026-03-17 23:28:26,TRADE,ETHUSDT,BUY,2332.88,0.023,,,0.0
2026-03-17 23:28:49,TRADE,ETHUSDT,SELL,2333.14,0.014,,,0.0
2026-03-17 23:28:56,TRADE,SOLUSDT,BUY,94.16,0.36,,,0.0
2026-03-17 23:29:09,TRADE,ETHUSDT,SELL,2331.51,0.017,,,0.0
2026-03-17 23:29:34,TRADE,ETHUSDT,BUY,2333.47,0.017,,,0.0
2026-03-17 23:29:57,TRADE,ETHUSDT,SELL,2332.9,0.017,,,0.0
2026-03-17 23:30:38,TRADE,ETHUSDT,BUY,2337.69,0.017,,,0.0
2026-03-17 23:31:09,TRADE,ETHUSDT,SELL,2333.88,0.017,,,0.0
2026-03-17 23:31:30,TRADE,ETHUSDT,BUY,2334.99,0.017,,,0.0
2026-03-17 23:31:51,TRADE,ETHUSDT,BUY,2336.19,0.017,,,0.0
2026-03-17 23:32:15,TRADE,ETHUSDT,BUY,2336.31,0.017,,,0.0
2026-03-17 23:32:16,TRADE,SOLUSDT,BUY,94.2,0.36,,,0.0
2026-03-17 23:32:47,TRADE,ETHUSDT,SELL,2337.05,0.019,,,0.0
2026-03-17 23:33:12,TRADE,ETHUSDT,SELL,2337.93,0.023,,,0.0
2026-03-17 23:33:29,TRADE,SOLUSDT,BUY,94.23,0.36,,,0.0
2026-03-17 23:33:33,TRADE,ETHUSDT,SELL,2337.85,0.019,,,0.0
2026-03-17 23:33:48,TRADE,SOLUSDT,BUY,94.29,0.36,,,0.0
2026-03-17 23:33:57,TRADE,ETHUSDT,BUY,2342.31,0.017,,,0.0
2026-03-17 23:34:15,TRADE,ETHUSDT,SELL,2341.92,0.014,,,0.0
2026-03-17 23:34:38,TRADE,ETHUSDT,BUY,2343.49,0.022,,,0.0
2026-03-17 23:34:59,TRADE,ETHUSDT,SELL,2342.44,0.019,,,0.0
2026-03-17 23:35:22,TRADE,ETHUSDT,SELL,2343.75,0.019,,,0.0
2026-03-17 23:35:43,TRADE,ETHUSDT,BUY,2345.0,0.017,,,0.0
2026-03-17 23:36:06,TRADE,ETHUSDT,BUY,2347.05,0.017,,,0.0
2026-03-17 23:36:30,TRADE,ETHUSDT,SELL,2345.28,0.017,,,0.0
2026-03-17 23:36:58,TRADE,SOLUSDT,SELL,94.52,0.42,,,0.0
2026-03-17 23:37:17,TRADE,ETHUSDT,BUY,2343.12,0.022,,,0.0
2026-03-17 23:37:36,TRADE,ETHUSDT,BUY,2343.49,0.017,,,0.0
2026-03-17 23:37:57,TRADE,ETHUSDT,SELL,2344.57,0.017,,,0.0
2026-03-17 23:38:29,TRADE,ETHUSDT,SELL,2339.74,0.019,,,0.0
2026-03-17 23:38:50,TRADE,ETHUSDT,SELL,2338.8,0.022,,,0.0
2026-03-17 23:39:11,TRADE,ETHUSDT,SELL,2340.39,0.022,,,0.0
2026-03-17 23:39:29,TRADE,ETHUSDT,BUY,2340.65,0.017,,,0.0
2026-03-17 23:40:01,TRADE,ETHUSDT,BUY,2340.14,0.019,,,0.0
2026-03-17 23:40:38,TRADE,ETHUSDT,BUY,2341.61,0.017,,,0.0
2026-03-17 23:40:59,TRADE,ETHUSDT,BUY,2343.44,0.014,,,0.0
2026-03-17 23:41:38,TRADE,ETHUSDT,SELL,2342.74,0.019,,,0.0
2026-03-17 23:42:01,TRADE,ETHUSDT,SELL,2341.89,0.017,,,0.0
2026-03-17 23:42:20,TRADE,ETHUSDT,BUY,2341.92,0.016,,,0.0
2026-03-17 23:42:53,TRADE,SOLUSDT,SELL,94.3,0.4,,,0.0
2026-03-17 23:43:10,TRADE,ETHUSDT,BUY,2339.83,0.014,,,0.0
2026-03-17 23:43:35,TRADE,ETHUSDT,SELL,2339.76,0.017,,,0.0
2026-03-17 23:43:50,TRADE,ETHUSDT,BUY,2340.0,0.014,,,0.0
2026-03-17 23:44:27,TRADE,ETHUSDT,SELL,2339.9,0.017,,,0.0
2026-03-17 23:44:48,TRADE,ETHUSDT,BUY,2341.59,0.017,,,0.0
2026-03-17 23:45:03,TRADE,ETHUSDT,SELL,2340.66,0.014,,,0.0
2026-03-17 23:45:22,TRADE,ETHUSDT,BUY,2343.0,0.017,,,0.0
2026-03-17 23:45:37,TRADE,ETHUSDT,BUY,2343.45,0.019,,,0.0
2026-03-17 23:45:56,TRADE,ETHUSDT,SELL,2344.82,0.013,,,0.0
2026-03-17 23:46:14,TRADE,ETHUSDT,BUY,2343.44,0.017,,,0.0
2026-03-17 23:46:29,TRADE,ETHUSDT,SELL,2345.47,0.022,,,0.0
2026-03-17 23:46:44,TRADE,ETHUSDT,SELL,2343.38,0.017,,,0.0
